ingreso_mensual,antiguedad_empresa,tipo_plan,servidor_propio,accesos_api,servicios_activos,monto_suscripcion,rubro_empresa,tamano_empresa,cantidad_empleados,cancelo_servicio
93546.0,7,basico,False,0,0,141.14,educacion,mediana,195,True
12680.53,29,profesional,False,6,4,526.79,educacion,pequena,5,True
31236.76,24,profesional,False,11,1,484.03,servicios,pequena,41,True
20018.08,29,profesional,False,5,5,503.83,educacion,pequena,19,False
143211.34,16,profesional,False,4,8,525.98,tecnologia,mediana,56,False
88707.8,29,empresarial,False,8,8,1205.98,comercio,mediana,75,False
151277.68,0,profesional,False,10,6,542.01,tecnologia,mediana,241,False
92724.62,8,empresarial,True,45,7,1092.84,tecnologia,mediana,141,False
34496.8,0,personalizado,False,12,8,2844.06,educacion,pequena,46,True
17146.92,21,profesional,True,9,6,404.3,manufactura,pequena,6,False
42350.23,15,profesional,False,9,2,510.89,manufactura,pequena,21,False
25258.77,8,basico,True,1,4,187.58,tecnologia,mediana,246,False
41154.3,9,empresarial,False,9,7,1060.08,salud,pequena,20,False
14834.89,19,profesional,False,7,6,448.68,tecnologia,pequena,33,False
24989.87,5,profesional,False,3,3,444.35,servicios,pequena,9,False
20098.04,15,basico,True,3,1,165.59,tecnologia,pequena,36,True
69313.69,19,empresarial,False,37,1,1139.37,salud,mediana,207,False
33013.57,7,profesional,True,2,3,404.36,comercio,pequena,29,False
39998.27,7,profesional,True,10,7,562.99,salud,pequena,44,False
90267.81,10,basico,False,1,4,141.32,educacion,mediana,234,False
20951.44,18,personalizado,False,8,0,2507.77,manufactura,pequena,24,True
26842.55,7,basico,False,0,8,167.65,comercio,pequena,11,False
17179.22,11,basico,False,2,3,130.25,servicios,pequena,18,True
84694.74,16,empresarial,False,19,3,982.38,educacion,mediana,234,False
13536.99,5,personalizado,False,30,7,2960.7,manufactura,pequena,12,False
155719.99,17,basico,False,2,3,172.35,servicios,mediana,109,False
698793.78,4,profesional,False,11,5,389.3,servicios,grande,1271,False
106290.64,4,empresarial,True,40,8,1328.13,comercio,mediana,179,False
24536.46,7,empresarial,False,29,4,1186.73,comercio,pequena,36,True
64266.81,8,basico,True,2,5,132.58,comercio,mediana,79,False
36219.11,0,profesional,False,2,3,520.35,comercio,pequena,15,True
19148.16,29,empresarial,False,49,8,1182.18,salud,pequena,27,False
11031.27,9,empresarial,False,27,0,1036.44,servicios,pequena,38,True
29598.3,24,empresarial,False,41,2,1369.46,servicios,pequena,43,False
3000.0,27,profesional,False,11,8,441.5,educacion,pequena,32,False
36101.54,24,basico,True,3,4,146.71,salud,pequena,33,False
22864.13,25,personalizado,False,45,1,2237.32,servicios,pequena,39,True
43313.0,3,empresarial,False,17,3,1314.89,servicios,pequena,14,False
72050.21,11,empresarial,False,20,2,1284.53,comercio,mediana,135,False
593286.82,23,basico,False,1,4,188.46,educacion,grande,368,False
23994.91,17,basico,False,2,2,142.98,servicios,pequena,32,True
76662.1,0,empresarial,False,28,3,1324.25,comercio,mediana,103,False
11301.57,17,basico,False,0,8,166.18,educacion,pequena,9,True
30957.48,24,personalizado,False,45,0,2274.48,servicios,pequena,39,True
31761.37,25,basico,False,0,6,129.89,servicios,pequena,19,True
42851.28,11,empresarial,True,33,0,1340.38,servicios,pequena,44,False
35080.5,7,empresarial,False,20,4,1054.33,manufactura,pequena,36,True
19061.05,9,profesional,False,8,6,510.43,comercio,pequena,49,False
14961.37,9,basico,True,2,8,164.55,comercio,pequena,32,False
11315.09,10,profesional,False,7,2,383.4,salud,pequena,27,False
39732.24,9,profesional,False,10,0,583.85,salud,pequena,11,True
17218.26,14,profesional,True,9,6,547.4,educacion,pequena,21,False
39802.3,1,profesional,True,8,8,481.01,salud,pequena,43,False
30250.72,8,personalizado,True,15,5,2659.15,educacion,pequena,20,False
28299.03,9,profesional,False,4,0,479.01,manufactura,pequena,4,True
21931.32,4,basico,True,1,4,177.76,comercio,pequena,13,False
31606.73,27,basico,False,3,3,136.57,comercio,pequena,30,True
24845.29,20,profesional,True,4,4,472.89,tecnologia,pequena,32,False
193366.99,28,basico,True,0,0,150.15,tecnologia,grande,1270,True
31960.05,17,basico,True,2,2,158.53,servicios,pequena,46,False
23560.28,3,profesional,False,7,8,473.72,educacion,pequena,27,False
17016.65,28,basico,False,1,0,137.16,comercio,pequena,28,True
402189.81,14,personalizado,False,26,8,2965.67,manufactura,grande,580,False
120900.03,21,basico,False,1,4,128.55,salud,mediana,98,False
100093.7,11,basico,False,2,5,128.18,tecnologia,mediana,215,False
507733.5,15,empresarial,True,31,8,1119.85,comercio,grande,922,True
12908.79,15,empresarial,False,31,1,1242.09,tecnologia,pequena,39,True
451566.77,8,basico,False,1,8,139.63,salud,grande,914,False
40466.11,17,basico,False,3,2,163.49,comercio,pequena,33,True
114669.46,22,basico,False,2,3,176.29,tecnologia,mediana,182,False
21121.89,0,profesional,False,11,4,401.55,tecnologia,pequena,35,True
21996.82,4,profesional,False,8,5,581.85,salud,pequena,29,False
404065.15,26,basico,True,0,2,150.23,tecnologia,grande,683,False
21461.7,17,basico,True,2,7,170.86,servicios,pequena,15,False
538307.82,30,profesional,False,9,0,404.92,tecnologia,grande,819,True
43722.35,18,personalizado,False,29,5,2689.32,salud,pequena,31,False
59443.22,20,profesional,False,4,5,552.69,educacion,mediana,199,False
429233.5,27,profesional,True,8,4,403.82,educacion,grande,1290,False
11016.08,20,basico,True,1,5,136.0,tecnologia,pequena,49,True
438037.37,10,basico,False,2,6,146.47,manufactura,grande,909,False
91083.95,16,basico,True,3,8,128.31,servicios,mediana,236,False
101542.68,7,empresarial,False,17,1,1423.1,tecnologia,mediana,173,True
22359.96,10,empresarial,False,38,4,1231.2,tecnologia,pequena,13,False
13322.48,21,personalizado,True,46,5,2583.86,servicios,pequena,22,False
71190.55,4,personalizado,False,40,3,2947.53,salud,mediana,85,False
17298.72,20,personalizado,False,30,8,2816.15,tecnologia,pequena,26,False
24051.91,18,personalizado,False,33,4,2797.74,comercio,pequena,13,True
12654.98,9,basico,False,0,5,150.42,salud,pequena,5,True
519120.43,1,basico,False,2,1,150.1,manufactura,grande,1085,True
36548.85,21,basico,False,3,3,147.19,salud,pequena,34,True
103358.97,25,profesional,False,4,5,452.71,servicios,mediana,62,False
522162.5,22,basico,False,3,3,152.44,educacion,grande,1325,False
40359.07,13,empresarial,True,10,6,1004.3,comercio,pequena,9,False
21340.68,20,profesional,False,10,1,454.58,educacion,pequena,35,True
185257.67,12,profesional,True,7,1,472.97,comercio,mediana,72,False
7378.82,11,basico,False,0,3,148.38,comercio,pequena,5,True
130892.58,10,basico,False,0,2,138.66,tecnologia,mediana,71,True
98287.15,6,basico,False,3,7,152.71,comercio,mediana,200,False
97583.27,30,empresarial,True,18,7,1173.05,manufactura,mediana,197,False
32444.09,20,profesional,False,5,4,528.45,tecnologia,pequena,12,False
55755.4,5,empresarial,True,28,4,1287.06,educacion,mediana,61,False
104378.26,26,basico,False,0,2,141.18,salud,mediana,113,True
17766.65,4,basico,False,3,4,129.97,salud,pequena,2,True
151003.36,18,profesional,False,3,6,444.02,manufactura,mediana,78,False
693288.35,5,empresarial,False,41,6,1012.78,servicios,grande,1215,False
89799.85,11,empresarial,False,34,8,1130.92,manufactura,mediana,142,False
28844.29,20,basico,False,3,5,193.61,tecnologia,pequena,17,False
9344.73,30,personalizado,False,46,3,2142.41,educacion,pequena,29,False
40201.06,30,basico,False,3,0,149.02,salud,pequena,3,True
20227.93,27,empresarial,False,35,6,1293.93,comercio,pequena,31,False
35505.34,7,basico,False,1,7,161.87,tecnologia,pequena,31,False
473310.75,2,basico,False,3,4,130.47,comercio,grande,621,True
31115.79,28,empresarial,False,25,8,1015.04,educacion,pequena,32,False
62254.61,28,basico,False,3,2,190.63,educacion,mediana,179,False
20475.6,8,profesional,False,4,0,403.39,tecnologia,pequena,5,True
35919.06,0,profesional,False,11,5,511.11,servicios,pequena,10,False
17410.15,20,basico,True,0,1,180.98,servicios,pequena,17,True
32779.34,2,empresarial,False,41,0,1066.39,comercio,pequena,35,True
123199.64,1,empresarial,False,37,6,1293.91,servicios,mediana,91,False
426868.71,29,empresarial,True,41,3,1019.1,tecnologia,grande,473,False
763692.89,15,basico,False,2,5,146.72,servicios,grande,1461,False
25499.76,3,profesional,False,8,6,445.64,servicios,pequena,21,False
135022.45,20,basico,True,1,3,194.76,tecnologia,mediana,75,False
27475.57,11,basico,True,0,5,141.98,manufactura,pequena,4,True
437131.37,16,basico,True,2,4,136.22,servicios,grande,1194,False
19598.46,27,personalizado,False,18,5,2913.09,servicios,pequena,26,False
24449.72,7,empresarial,False,35,6,1015.16,servicios,pequena,11,False
26340.04,20,empresarial,True,24,3,1370.24,salud,pequena,38,False
18836.43,25,profesional,True,3,4,514.22,tecnologia,pequena,40,False
23712.41,13,profesional,False,2,5,499.31,servicios,pequena,16,False
558799.55,30,profesional,False,5,1,534.65,salud,grande,1082,True
115382.92,13,profesional,False,4,1,529.51,salud,mediana,201,True
485940.68,14,profesional,False,10,0,404.88,educacion,grande,876,True
27730.94,27,basico,True,0,1,194.96,salud,pequena,38,True
109712.48,19,basico,False,0,3,191.08,tecnologia,mediana,50,True
5207.48,26,personalizado,False,47,8,2882.97,manufactura,pequena,33,False
3000.0,24,profesional,False,5,8,508.51,tecnologia,pequena,16,False
21007.09,22,personalizado,False,34,6,2496.09,manufactura,pequena,40,False
11214.36,7,basico,False,3,5,163.7,servicios,pequena,9,True
182427.99,12,profesional,False,3,1,385.52,educacion,mediana,56,True
27056.57,26,basico,False,1,3,161.21,educacion,pequena,16,True
34204.14,19,basico,True,2,6,169.6,comercio,pequena,11,False
129341.04,8,basico,False,0,8,171.96,servicios,mediana,232,True
28996.31,10,basico,False,3,8,149.92,manufactura,pequena,30,False
268973.42,24,personalizado,False,38,3,2442.78,comercio,grande,303,False
28475.09,5,basico,False,0,4,170.45,tecnologia,pequena,28,True
153974.66,3,profesional,False,2,4,469.23,comercio,mediana,78,False
119589.6,23,profesional,False,2,0,577.33,educacion,mediana,175,True
102072.32,8,profesional,False,6,1,525.35,servicios,mediana,132,True
110389.32,23,profesional,False,4,0,382.76,manufactura,mediana,175,True
354926.26,16,basico,False,2,6,129.07,comercio,grande,854,False
103330.32,30,personalizado,False,12,2,2669.46,servicios,mediana,150,False
24403.32,16,empresarial,False,26,6,1139.26,comercio,pequena,2,False
21722.58,26,empresarial,False,26,3,1350.54,servicios,pequena,18,False
144826.08,26,profesional,False,4,7,417.54,comercio,mediana,182,False
22008.27,6,basico,False,2,1,128.43,salud,pequena,14,True
3000.0,30,personalizado,False,14,2,2356.67,servicios,pequena,35,False
3000.0,23,basico,False,1,1,177.18,comercio,pequena,25,True
37724.22,3,basico,False,1,3,193.09,manufactura,pequena,19,True
37302.58,0,basico,True,3,5,187.15,servicios,pequena,33,True
153581.74,8,empresarial,True,27,1,1174.62,tecnologia,mediana,222,True
184137.34,0,profesional,True,10,6,547.1,tecnologia,mediana,120,False
50760.38,11,empresarial,False,38,8,969.81,salud,mediana,100,False
20804.16,30,empresarial,False,14,0,1218.27,comercio,pequena,46,True
25114.25,14,basico,False,1,0,189.89,tecnologia,pequena,10,True
116037.75,0,personalizado,False,39,8,2365.26,educacion,mediana,112,False
41485.75,15,profesional,False,5,5,576.92,manufactura,pequena,24,False
101807.13,6,profesional,False,9,8,427.19,comercio,mediana,95,False
29782.81,26,basico,False,2,6,134.63,comercio,pequena,18,True
713915.97,2,personalizado,False,16,6,2498.13,servicios,grande,696,False
12050.33,23,basico,False,2,1,188.74,educacion,pequena,31,True
